account_id,customer_id,country_code,legal_entity,account_type,product_code,currency_code,current_balance,available_balance,credit_limit,minimum_balance,interest_rate,account_status,freeze_reason,branch_code,product_name,open_date,close_date,last_activity_date,cycle_day,is_deleted,created_at,updated_at
ACC_0000106,CUST_000087,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,22103.95,39696.05,61800.0,3090.0,0.18,active,,BR739,Mastercard Gold,2023-01-05,,2025-12-19,6,0,2023-01-05 09:00:00,2025-12-31 23:59:59
ACC_0000107,CUST_000088,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,18968.69,70631.31,89600.0,4480.0,0.18,active,,BR650,Mastercard Gold,2022-09-24,,2025-11-08,13,0,2022-09-24 09:00:00,2025-12-31 23:59:59
ACC_0000108,CUST_000089,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,12501.19,28398.81,40900.0,2045.0,0.18,active,,BR885,Visa Gold Card,2020-10-10,,2025-10-28,6,0,2020-10-10 09:00:00,2025-12-31 23:59:59
ACC_0000109,CUST_000089,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,12107.95,27092.05,39200.0,1960.0,0.18,active,,BR780,Mastercard Gold,2024-05-11,,2025-11-21,4,0,2024-05-11 09:00:00,2025-12-31 23:59:59
ACC_0000110,CUST_000090,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,20501.13,30498.87,51000.0,2550.0,0.18,active,,BR281,Mastercard Gold,2023-05-27,,2025-11-06,28,0,2023-05-27 09:00:00,2025-12-31 23:59:59
ACC_0000111,CUST_000091,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,37547.58,33552.42,71100.0,3555.0,0.18,active,,BR520,Visa Gold Card,2020-07-19,,2025-12-14,14,0,2020-07-19 09:00:00,2025-12-31 23:59:59
ACC_0000112,CUST_000092,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,26874.9,25825.1,52700.0,2635.0,0.18,active,,BR432,Visa Gold Card,2020-10-19,,2025-12-14,1,0,2020-10-19 09:00:00,2025-12-31 23:59:59
ACC_0000113,CUST_000092,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,35268.9,45631.1,80900.0,4045.0,0.18,active,,BR769,Visa Gold Card,2020-06-01,,2025-12-20,26,0,2020-06-01 09:00:00,2025-12-31 23:59:59
ACC_0000114,CUST_000093,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,22348.9,17451.1,39800.0,1990.0,0.18,active,,BR235,Visa Gold Card,2021-03-16,,2025-12-07,11,0,2021-03-16 09:00:00,2025-12-31 23:59:59
ACC_0000115,CUST_000094,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,22510.85,29889.15,52400.0,2620.0,0.18,active,,BR756,Visa Gold Card,2024-08-08,,2025-10-15,17,0,2024-08-08 09:00:00,2025-12-31 23:59:59
ACC_0000116,CUST_000095,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,52343.46,40956.54,93300.0,4665.0,0.15,active,,BR516,Mastercard World,2020-01-24,,2025-10-22,22,0,2020-01-24 09:00:00,2025-12-31 23:59:59
ACC_0000117,CUST_000095,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,30804.28,44595.72,75400.0,3770.0,0.15,active,,BR721,Mastercard World,2022-12-18,,2025-10-23,25,0,2022-12-18 09:00:00,2025-12-31 23:59:59
ACC_0000118,CUST_000096,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,14019.1,10880.9,24900.0,1245.0,0.18,active,,BR472,Visa Gold Card,2022-07-27,,2025-12-25,2,0,2022-07-27 09:00:00,2025-12-31 23:59:59
ACC_0000119,CUST_000097,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,7755.79,23044.21,30800.0,1540.0,0.22,active,,BR475,Mastercard Standard,2022-10-25,,2025-10-24,6,0,2022-10-25 09:00:00,2025-12-31 23:59:59
ACC_0000120,CUST_000098,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,19846.18,13353.82,33200.0,1660.0,0.22,active,,BR175,Mastercard Standard,2021-05-04,,2025-11-21,23,0,2021-05-04 09:00:00,2025-12-31 23:59:59
ACC_0000121,CUST_000099,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,63553.11,107646.89,171200.0,8560.0,0.15,active,,BR681,Mastercard World,2023-06-26,,2025-11-23,9,0,2023-06-26 09:00:00,2025-12-31 23:59:59
ACC_0000122,CUST_000100,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,4681.33,8918.67,13600.0,680.0,0.24,active,,BR414,Visa Classic Card,2021-06-19,,2025-11-23,10,0,2021-06-19 09:00:00,2025-12-31 23:59:59
ACC_0000123,CUST_000101,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,4241.3,5858.7,10100.0,505.0,0.24,active,,BR722,Visa Classic Card,2022-03-24,,2025-12-05,5,0,2022-03-24 09:00:00,2025-12-31 23:59:59
ACC_0000124,CUST_000102,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,11277.92,41422.08,52700.0,2635.0,0.18,active,,BR365,Mastercard Gold,2021-10-10,,2025-10-19,1,0,2021-10-10 09:00:00,2025-12-31 23:59:59
ACC_0000125,CUST_000103,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,15344.03,38455.97,53800.0,2690.0,0.18,active,,BR421,Mastercard Gold,2022-11-05,,2025-12-28,17,0,2022-11-05 09:00:00,2025-12-31 23:59:59
ACC_0000126,CUST_000104,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,28020.75,16079.25,44100.0,2205.0,0.18,active,,BR166,Mastercard Gold,2023-03-16,,2025-11-01,22,0,2023-03-16 09:00:00,2025-12-31 23:59:59
ACC_0000127,CUST_000105,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,13634.14,26565.86,40200.0,2010.0,0.18,active,,BR683,Mastercard Gold,2020-11-07,,2025-11-16,15,0,2020-11-07 09:00:00,2025-12-31 23:59:59
ACC_0000128,CUST_000106,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,11797.01,19102.99,30900.0,1545.0,0.24,active,,BR168,Visa Classic Card,2020-07-21,,2025-10-11,17,0,2020-07-21 09:00:00,2025-12-31 23:59:59
ACC_0000129,CUST_000107,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,42086.47,49113.53,91200.0,4560.0,0.18,active,,BR766,Visa Gold Card,2021-05-26,,2025-12-06,23,0,2021-05-26 09:00:00,2025-12-31 23:59:59
ACC_0000130,CUST_000108,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,11448.83,5151.17,16600.0,830.0,0.24,active,,BR850,Visa Classic Card,2022-09-09,,2025-10-24,7,0,2022-09-09 09:00:00,2025-12-31 23:59:59
ACC_0000131,CUST_000109,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,5668.64,18931.36,24600.0,1230.0,0.24,active,,BR200,Visa Classic Card,2021-04-19,,2025-12-16,15,0,2021-04-19 09:00:00,2025-12-31 23:59:59
ACC_0000132,CUST_000110,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,6386.24,20613.76,27000.0,1350.0,0.24,active,,BR202,Visa Classic Card,2023-02-15,,2025-10-16,7,0,2023-02-15 09:00:00,2025-12-31 23:59:59
ACC_0000133,CUST_000111,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,6656.04,25843.96,32500.0,1625.0,0.15,active,,BR299,Visa Platinum Card,2023-02-24,,2025-11-25,21,0,2023-02-24 09:00:00,2025-12-31 23:59:59
ACC_0000134,CUST_000112,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,6820.58,10079.42,16900.0,845.0,0.22,active,,BR594,Mastercard Standard,2022-08-21,,2025-10-11,17,0,2022-08-21 09:00:00,2025-12-31 23:59:59
ACC_0000135,CUST_000113,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,9735.33,20264.67,30000.0,1500.0,0.22,active,,BR550,Mastercard Standard,2022-11-18,,2025-12-10,21,0,2022-11-18 09:00:00,2025-12-31 23:59:59
ACC_0000136,CUST_000114,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,40223.72,21976.28,62200.0,3110.0,0.18,active,,BR878,Visa Gold Card,2024-08-16,,2025-10-06,3,0,2024-08-16 09:00:00,2025-12-31 23:59:59
ACC_0000137,CUST_000114,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,44360.35,25939.65,70300.0,3515.0,0.18,active,,BR298,Mastercard Gold,2022-11-22,,2025-12-27,6,0,2022-11-22 09:00:00,2025-12-31 23:59:59
ACC_0000138,CUST_000115,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,15306.83,28093.17,43400.0,2170.0,0.18,active,,BR315,Visa Gold Card,2024-08-04,,2025-12-10,20,0,2024-08-04 09:00:00,2025-12-31 23:59:59
ACC_0000139,CUST_000116,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,9797.74,7002.26,16800.0,840.0,0.24,active,,BR628,Visa Classic Card,2021-03-20,,2025-12-06,11,0,2021-03-20 09:00:00,2025-12-31 23:59:59
ACC_0000140,CUST_000117,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5435.41,10964.59,16400.0,820.0,0.22,active,,BR462,Mastercard Standard,2022-06-05,,2025-11-11,24,0,2022-06-05 09:00:00,2025-12-31 23:59:59
ACC_0000141,CUST_000118,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,4912.76,5287.24,10200.0,510.0,0.22,active,,BR462,Mastercard Standard,2023-01-25,,2025-11-02,14,0,2023-01-25 09:00:00,2025-12-31 23:59:59
ACC_0000142,CUST_000119,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,20617.42,77682.58,98300.0,4915.0,0.18,active,,BR952,Visa Gold Card,2021-04-22,,2025-12-09,10,0,2021-04-22 09:00:00,2025-12-31 23:59:59
ACC_0000143,CUST_000120,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,32546.98,57153.02,89700.0,4485.0,0.18,active,,BR550,Mastercard Gold,2024-12-07,,2025-10-20,17,0,2024-12-07 09:00:00,2025-12-31 23:59:59
ACC_0000144,CUST_000121,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,7944.04,13955.96,21900.0,1095.0,0.24,active,,BR775,Visa Classic Card,2023-12-19,,2025-11-02,25,0,2023-12-19 09:00:00,2025-12-31 23:59:59
ACC_0000145,CUST_000122,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5838.89,5761.11,11600.0,580.0,0.22,active,,BR382,Mastercard Standard,2023-01-04,,2025-10-21,11,0,2023-01-04 09:00:00,2025-12-31 23:59:59
ACC_0000146,CUST_000123,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,15227.11,41772.89,57000.0,2850.0,0.18,active,,BR255,Mastercard Gold,2020-06-25,,2025-12-14,27,0,2020-06-25 09:00:00,2025-12-31 23:59:59
ACC_0000147,CUST_000124,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,11735.66,16264.34,28000.0,1400.0,0.18,active,,BR643,Mastercard Gold,2022-10-18,,2025-12-09,18,0,2022-10-18 09:00:00,2025-12-31 23:59:59
ACC_0000148,CUST_000125,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,19726.36,64573.64,84300.0,4215.0,0.18,active,,BR288,Visa Gold Card,2022-06-25,,2025-11-24,7,0,2022-06-25 09:00:00,2025-12-31 23:59:59
ACC_0000149,CUST_000126,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,10512.19,24587.81,35100.0,1755.0,0.24,active,,BR222,Visa Classic Card,2022-05-20,,2025-12-01,5,0,2022-05-20 09:00:00,2025-12-31 23:59:59
ACC_0000150,CUST_000127,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,10603.16,7096.84,17700.0,885.0,0.22,active,,BR547,Mastercard Standard,2024-01-17,,2025-11-01,19,0,2024-01-17 09:00:00,2025-12-31 23:59:59
ACC_0000151,CUST_000128,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,13170.86,22729.14,35900.0,1795.0,0.18,active,,BR899,Mastercard Gold,2020-12-03,,2025-12-03,18,0,2020-12-03 09:00:00,2025-12-31 23:59:59
ACC_0000152,CUST_000129,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,26835.01,34964.99,61800.0,3090.0,0.18,active,,BR383,Visa Gold Card,2021-02-25,,2025-12-14,27,0,2021-02-25 09:00:00,2025-12-31 23:59:59
ACC_0000153,CUST_000129,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,54031.05,23468.95,77500.0,3875.0,0.18,active,,BR689,Mastercard Gold,2021-11-11,,2025-10-06,21,0,2021-11-11 09:00:00,2025-12-31 23:59:59
ACC_0000154,CUST_000130,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,14431.33,27168.67,41600.0,2080.0,0.18,active,,BR537,Mastercard Gold,2024-07-01,,2025-10-08,11,0,2024-07-01 09:00:00,2025-12-31 23:59:59
ACC_0000155,CUST_000131,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,12696.03,11403.97,24100.0,1205.0,0.18,active,,BR256,Visa Gold Card,2021-10-12,,2025-12-28,19,0,2021-10-12 09:00:00,2025-12-31 23:59:59
ACC_0000156,CUST_000131,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,5088.88,12411.12,17500.0,875.0,0.18,active,,BR653,Visa Gold Card,2020-09-20,,2025-10-25,5,0,2020-09-20 09:00:00,2025-12-31 23:59:59
ACC_0000157,CUST_000132,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,125672.84,63527.16,189200.0,9460.0,0.15,active,,BR338,Visa Platinum Card,2021-04-10,,2025-10-14,9,0,2021-04-10 09:00:00,2025-12-31 23:59:59
ACC_0000158,CUST_000133,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,32004.82,18095.18,50100.0,2505.0,0.15,active,,BR988,Visa Platinum Card,2023-02-27,,2025-11-01,15,0,2023-02-27 09:00:00,2025-12-31 23:59:59
ACC_0000159,CUST_000134,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,6414.88,8885.12,15300.0,765.0,0.24,active,,BR227,Visa Classic Card,2021-04-25,,2025-11-19,27,0,2021-04-25 09:00:00,2025-12-31 23:59:59
ACC_0000160,CUST_000135,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,7955.78,18144.22,26100.0,1305.0,0.18,active,,BR525,Visa Gold Card,2023-12-20,,2025-11-24,11,0,2023-12-20 09:00:00,2025-12-31 23:59:59
ACC_0000161,CUST_000135,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,31194.57,20805.43,52000.0,2600.0,0.18,active,,BR116,Visa Gold Card,2022-08-09,,2025-12-04,15,0,2022-08-09 09:00:00,2025-12-31 23:59:59
ACC_0000162,CUST_000136,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,30904.08,92695.92,123600.0,6180.0,0.18,active,,BR767,Mastercard Gold,2022-05-27,,2025-10-14,28,0,2022-05-27 09:00:00,2025-12-31 23:59:59
ACC_0000163,CUST_000136,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,30641.56,95858.44,126500.0,6325.0,0.18,active,,BR431,Mastercard Gold,2023-08-01,,2025-11-24,21,0,2023-08-01 09:00:00,2025-12-31 23:59:59
ACC_0000164,CUST_000137,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,11007.72,30692.28,41700.0,2085.0,0.18,active,,BR162,Visa Gold Card,2021-03-23,,2025-11-25,2,0,2021-03-23 09:00:00,2025-12-31 23:59:59
ACC_0000165,CUST_000137,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,14341.82,20858.18,35200.0,1760.0,0.18,active,,BR859,Visa Gold Card,2021-07-06,,2025-10-17,5,0,2021-07-06 09:00:00,2025-12-31 23:59:59
ACC_0000166,CUST_000138,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,41540.88,121559.12,163100.0,8155.0,0.15,active,,BR740,Visa Platinum Card,2021-01-16,,2025-10-10,13,0,2021-01-16 09:00:00,2025-12-31 23:59:59
ACC_0000167,CUST_000139,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,3491.81,12908.19,16400.0,820.0,0.22,active,,BR517,Mastercard Standard,2020-08-02,,2025-12-28,5,0,2020-08-02 09:00:00,2025-12-31 23:59:59
ACC_0000168,CUST_000140,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,4419.09,16880.91,21300.0,1065.0,0.18,active,,BR575,Mastercard Gold,2021-02-14,,2025-10-04,16,0,2021-02-14 09:00:00,2025-12-31 23:59:59
ACC_0000169,CUST_000140,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,10383.86,10316.14,20700.0,1035.0,0.18,active,,BR430,Mastercard Gold,2020-05-16,,2025-11-09,5,0,2020-05-16 09:00:00,2025-12-31 23:59:59
ACC_0000170,CUST_000141,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,85579.56,63420.44,149000.0,7450.0,0.15,active,,BR924,Mastercard World,2024-04-05,,2025-10-17,5,0,2024-04-05 09:00:00,2025-12-31 23:59:59
ACC_0000171,CUST_000142,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,22345.36,17654.64,40000.0,2000.0,0.24,active,,BR289,Visa Classic Card,2022-10-04,,2025-10-08,9,0,2022-10-04 09:00:00,2025-12-31 23:59:59
ACC_0000172,CUST_000143,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,11337.26,14962.74,26300.0,1315.0,0.18,active,,BR234,Mastercard Gold,2024-09-17,,2025-12-09,25,0,2024-09-17 09:00:00,2025-12-31 23:59:59
ACC_0000173,CUST_000144,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,42707.98,21292.02,64000.0,3200.0,0.18,active,,BR913,Mastercard Gold,2020-12-26,,2025-11-21,2,0,2020-12-26 09:00:00,2025-12-31 23:59:59
ACC_0000174,CUST_000145,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,3538.03,12761.97,16300.0,815.0,0.24,active,,BR592,Visa Classic Card,2021-03-13,,2025-11-01,19,0,2021-03-13 09:00:00,2025-12-31 23:59:59
ACC_0000175,CUST_000145,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,10981.4,6318.6,17300.0,865.0,0.22,active,,BR369,Mastercard Standard,2024-07-15,,2025-10-15,20,0,2024-07-15 09:00:00,2025-12-31 23:59:59
ACC_0000176,CUST_000146,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,37539.85,44560.15,82100.0,4105.0,0.18,active,,BR992,Visa Gold Card,2022-06-06,,2025-11-11,26,0,2022-06-06 09:00:00,2025-12-31 23:59:59
ACC_0000177,CUST_000147,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5048.15,8551.85,13600.0,680.0,0.22,active,,BR126,Mastercard Standard,2024-05-03,,2025-11-14,21,0,2024-05-03 09:00:00,2025-12-31 23:59:59
ACC_0000178,CUST_000148,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,3601.22,4798.78,8400.0,420.0,0.24,active,,BR994,Visa Classic Card,2020-02-18,,2025-12-10,5,0,2020-02-18 09:00:00,2025-12-31 23:59:59
ACC_0000179,CUST_000149,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,117210.5,57789.5,175000.0,8750.0,0.15,active,,BR960,Mastercard World,2024-03-13,,2025-12-07,5,0,2024-03-13 09:00:00,2025-12-31 23:59:59
ACC_0000180,CUST_000150,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,11158.26,18441.74,29600.0,1480.0,0.24,active,,BR919,Visa Classic Card,2024-03-19,,2025-12-17,2,0,2024-03-19 09:00:00,2025-12-31 23:59:59
ACC_0000181,CUST_000151,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,3350.93,10049.07,13400.0,670.0,0.24,active,,BR869,Visa Classic Card,2021-11-21,,2025-12-08,27,0,2021-11-21 09:00:00,2025-12-31 23:59:59
ACC_0000182,CUST_000152,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,8494.1,4005.9,12500.0,625.0,0.22,active,,BR579,Mastercard Standard,2023-05-13,,2025-12-14,16,0,2023-05-13 09:00:00,2025-12-31 23:59:59
ACC_0000183,CUST_000153,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,3380.44,2719.56,6100.0,305.0,0.22,active,,BR160,Mastercard Standard,2022-04-24,,2025-12-20,3,0,2022-04-24 09:00:00,2025-12-31 23:59:59
ACC_0000184,CUST_000154,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,4145.87,10654.13,14800.0,740.0,0.24,active,,BR500,Visa Classic Card,2021-07-26,,2025-10-21,14,0,2021-07-26 09:00:00,2025-12-31 23:59:59
ACC_0000185,CUST_000155,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,6407.78,2992.22,9400.0,470.0,0.24,active,,BR699,Visa Classic Card,2022-03-13,,2025-10-24,24,0,2022-03-13 09:00:00,2025-12-31 23:59:59
ACC_0000186,CUST_000156,MY,MY_BANK,credit_card,CC_VISA_GOLD,MYR,12759.63,11040.37,23800.0,1190.0,0.18,active,,BR636,Visa Gold Card,2022-01-21,,2025-10-17,10,0,2022-01-21 09:00:00,2025-12-31 23:59:59
ACC_0000187,CUST_000157,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,9608.81,17891.19,27500.0,1375.0,0.22,active,,BR172,Mastercard Standard,2020-09-24,,2025-12-15,5,0,2020-09-24 09:00:00,2025-12-31 23:59:59
ACC_0000188,CUST_000157,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,7452.42,26347.58,33800.0,1690.0,0.22,active,,BR272,Mastercard Standard,2022-02-21,,2025-11-14,19,0,2022-02-21 09:00:00,2025-12-31 23:59:59
ACC_0000189,CUST_000158,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,7998.5,23801.5,31800.0,1590.0,0.18,active,,BR970,Mastercard Gold,2024-10-28,,2025-11-08,28,0,2024-10-28 09:00:00,2025-12-31 23:59:59
ACC_0000190,CUST_000159,MY,MY_BANK,credit_card,CC_MC_WORLD,MYR,7173.7,21226.3,28400.0,1420.0,0.15,active,,BR620,Mastercard World,2022-12-24,,2025-11-09,21,0,2022-12-24 09:00:00,2025-12-31 23:59:59
ACC_0000191,CUST_000160,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,2706.11,8093.89,10800.0,540.0,0.22,active,,BR544,Mastercard Standard,2023-04-19,,2025-11-08,19,0,2023-04-19 09:00:00,2025-12-31 23:59:59
ACC_0000192,CUST_000161,MY,MY_BANK,credit_card,CC_VISA_PLATINUM,MYR,34771.28,21428.72,56200.0,2810.0,0.15,active,,BR716,Visa Platinum Card,2023-10-17,,2025-12-13,2,0,2023-10-17 09:00:00,2025-12-31 23:59:59
ACC_0000193,CUST_000162,MY,MY_BANK,credit_card,CC_VISA_GOLD,MYR,17984.27,12915.73,30900.0,1545.0,0.18,active,,BR934,Visa Gold Card,2022-10-22,,2025-12-20,14,0,2022-10-22 09:00:00,2025-12-31 23:59:59
ACC_0000194,CUST_000162,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,23762.73,16237.27,40000.0,2000.0,0.18,active,,BR932,Mastercard Gold,2023-10-28,,2025-12-02,13,0,2023-10-28 09:00:00,2025-12-31 23:59:59
ACC_0000195,CUST_000163,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,11266.31,27533.69,38800.0,1940.0,0.18,active,,BR846,Mastercard Gold,2022-02-10,,2025-11-26,1,0,2022-02-10 09:00:00,2025-12-31 23:59:59
ACC_0000196,CUST_000164,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,11123.54,18776.46,29900.0,1495.0,0.18,active,,BR815,Mastercard Gold,2021-05-15,,2025-10-11,15,0,2021-05-15 09:00:00,2025-12-31 23:59:59
ACC_0000197,CUST_000165,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,8195.66,5804.34,14000.0,700.0,0.22,active,,BR456,Mastercard Standard,2024-11-11,,2025-12-13,25,0,2024-11-11 09:00:00,2025-12-31 23:59:59
ACC_0000198,CUST_000166,MY,MY_BANK,credit_card,CC_VISA_GOLD,MYR,19518.1,33681.9,53200.0,2660.0,0.18,active,,BR413,Visa Gold Card,2024-09-24,,2025-10-11,27,0,2024-09-24 09:00:00,2025-12-31 23:59:59
ACC_0000199,CUST_000167,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,6818.66,8381.34,15200.0,760.0,0.24,active,,BR597,Visa Classic Card,2021-07-07,,2025-11-28,23,0,2021-07-07 09:00:00,2025-12-31 23:59:59
ACC_0000200,CUST_000167,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,15160.63,8239.37,23400.0,1170.0,0.22,active,,BR695,Mastercard Standard,2021-03-11,,2025-10-04,7,0,2021-03-11 09:00:00,2025-12-31 23:59:59
ACC_0000201,CUST_000168,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,11997.22,9902.78,21900.0,1095.0,0.22,active,,BR514,Mastercard Standard,2021-02-03,,2025-12-20,22,0,2021-02-03 09:00:00,2025-12-31 23:59:59
ACC_0000202,CUST_000169,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,5099.24,7700.76,12800.0,640.0,0.24,active,,BR400,Visa Classic Card,2023-02-28,,2025-12-27,26,0,2023-02-28 09:00:00,2025-12-31 23:59:59
ACC_0000203,CUST_000170,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,5897.75,8102.25,14000.0,700.0,0.24,active,,BR126,Visa Classic Card,2020-04-18,,2025-10-22,9,0,2020-04-18 09:00:00,2025-12-31 23:59:59
ACC_0000204,CUST_000171,MY,MY_BANK,credit_card,CC_VISA_GOLD,MYR,12521.3,17278.7,29800.0,1490.0,0.18,active,,BR978,Visa Gold Card,2021-03-01,,2025-11-08,1,0,2021-03-01 09:00:00,2025-12-31 23:59:59
ACC_0000205,CUST_000172,MY,MY_BANK,credit_card,CC_MC_STANDARD,MYR,6782.11,2917.89,9700.0,485.0,0.22,active,,BR742,Mastercard Standard,2021-07-06,,2025-12-19,13,0,2021-07-06 09:00:00,2025-12-31 23:59:59
ACC_0000206,CUST_000173,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,27569.23,12330.77,39900.0,1995.0,0.18,active,,BR653,Mastercard Gold,2022-07-12,,2025-11-08,11,0,2022-07-12 09:00:00,2025-12-31 23:59:59
ACC_0000207,CUST_000174,MY,MY_BANK,credit_card,CC_VISA_GOLD,MYR,36042.65,15957.35,52000.0,2600.0,0.18,active,,BR619,Visa Gold Card,2021-09-19,,2025-10-04,26,0,2021-09-19 09:00:00,2025-12-31 23:59:59
ACC_0000208,CUST_000175,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,24650.45,24449.55,49100.0,2455.0,0.18,active,,BR329,Mastercard Gold,2022-12-23,,2025-12-18,27,0,2022-12-23 09:00:00,2025-12-31 23:59:59
ACC_0000209,CUST_000176,MY,MY_BANK,credit_card,CC_VISA_CLASSIC,MYR,9105.9,11194.1,20300.0,1015.0,0.24,active,,BR672,Visa Classic Card,2023-02-06,,2025-10-18,15,0,2023-02-06 09:00:00,2025-12-31 23:59:59
ACC_0000210,CUST_000177,MY,MY_BANK,credit_card,CC_MC_GOLD,MYR,12683.42,33616.58,46300.0,2315.0,0.18,active,,BR845,Mastercard Gold,2022-02-24,,2025-11-19,9,0,2022-02-24 09:00:00,2025-12-31 23:59:59
ACC_0000211,CUST_000178,MY,MY_BANK,credit_card,CC_MC_WORLD,MYR,109165.42,53434.58,162600.0,8130.0,0.15,active,,BR813,Mastercard World,2023-04-22,,2025-11-10,18,0,2023-04-22 09:00:00,2025-12-31 23:59:59
